OFC_DESC,OC_DIST_NUM,OC_NM_LST,OC_NM_FRST,filing_period,RPT_ZIP_CD,TOT_CON_AMT
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92075,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92082,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92101,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92118,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92118,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92121,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92128,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92129,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92223,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92240,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92256,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92262,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92264,200.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92307,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Election (2017-01-22 to 2017-02-18),92308,250.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92373,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92392,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92401,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92407,100.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92503,2800.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),92504,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92508,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Quarterly (2016-07-01 to 2016-09-30),92508,-700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92509,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92536,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92591,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92591,100.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92591,2800.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),92596,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92604,2800.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92606,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92606,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92614,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92614,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92618,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92618,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92618,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92618,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92620,2800.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92626,1200.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92646,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92646,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92647,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92648,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92648,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92648,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92648,2100.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),92648,900.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92648,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92649,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92649,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92649,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92649,1400.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92651,300.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92653,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92653,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92653,1400.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92656,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92660,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92660,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92660,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92660,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92660,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92660,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92663,500.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92672,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92673,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),92677,2800.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92677,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92677,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92679,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92688,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92692,450.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92692,350.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92804,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92806,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92807,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Election (2017-01-22 to 2017-02-18),92807,250.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92808,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92821,250.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92832,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92833,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92833,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92835,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Election (2017-02-19 to 2017-03-01),92835,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92835,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92844,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92861,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),92861,-700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),92868,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92868,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92868,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),92868,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),92869,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),92879,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),92880,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92880,1400.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),92886,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),92886,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),92887,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),93001,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93004,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Election (2017-01-22 to 2017-02-18),93004,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),93063,400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),93065,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93065,200.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),93065,500.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93203,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93263,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93263,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93307,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93309,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93314,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),93401,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),93446,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),93461,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),93535,100.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),93551,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),93727,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),94010,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),94010,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),94103,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),94105,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),94108,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),94110,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),94111,700.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),94115,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),94115,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),94118,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),94402,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94563,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),94566,150.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),94596,1400.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),94598,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),94598,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),94612,250.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),94941,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),94965,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),95008,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95035,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95050,250.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95051,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95070,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95112,800.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),95404,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95448,350.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95618,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95624,100.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),95746,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),95747,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95776,500.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),95811,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95811,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),95814,2800.0
City Council Member,1.0,Cedillo,Gilbert,3rd Quarterly (2016-07-01 to 2016-09-30),95814,500.0
City Council Member,1.0,Cedillo,Gilbert,4th Quarterly (2016-10-01 to 2016-12-31),95814,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95814,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Election (2017-01-22 to 2017-02-18),95814,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95814,2100.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95814,4200.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95814,2388.64
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),95814,3750.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),95814,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),95814,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95815,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95815,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2016-01-01 to 2016-06-30),95816,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95816,700.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95816,500.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95818,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95818,250.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),95818,1400.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95819,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95821,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95831,250.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),95831,900.0
City Council Member,1.0,Cedillo,Gilbert,1st Pre-Runoff (2017-03-02 to 2017-04-01),95833,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),95834,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),95834,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95835,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),95864,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2017-01-01 to 2017-06-30),95864,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),97201,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2017-07-01 to 2017-12-31),97201,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),97239,100.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),97239,700.0
City Council Member,1.0,Cedillo,Gilbert,1st Semi-Annual (2018-01-01 to 2018-06-30),97239,600.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),98007,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Semi-Annual (2015-07-01 to 2015-12-31),98101,1400.0
City Council Member,1.0,Cedillo,Gilbert,3rd Pre-Runoff (2017-04-30 to 2017-05-10),98629,700.0
City Council Member,1.0,Cedillo,Gilbert,2nd Pre-Runoff (2017-04-02 to 2017-04-29),98660,700.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),09134,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),11758,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),78664,500.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90005,400.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90006,1025.0
City Council Member,1.0,Hernandez,Giovany,1st Pre-Election (2017-01-01 to 2017-01-21),90006,389.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),90006,671.0
City Council Member,1.0,Hernandez,Giovany,1st Pre-Election (2017-01-01 to 2017-01-21),90007,500.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),90012,100.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),90018,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90019,150.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90023,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90032,210.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),90041,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90042,100.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),90047,100.0
City Council Member,1.0,Hernandez,Giovany,1st Semi-Annual (2017-01-01 to 2017-06-30),90047,250.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),90057,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90062,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90221,100.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),90241,300.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),90250,150.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),91101,100.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),91103,100.0
City Council Member,1.0,Hernandez,Giovany,3rd Pre-Election (2017-02-19 to 2017-03-01),91335,200.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),91343,100.0
City Council Member,1.0,Hernandez,Giovany,1st Pre-Election (2017-01-01 to 2017-01-21),91345,100.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),91601,150.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),91706,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),91723,200.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),92106,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),95132,100.0
City Council Member,1.0,Hernandez,Giovany,4th Quarterly (2016-10-01 to 2016-12-31),95841,100.0
City Council Member,1.0,Hernandez,Giovany,2nd Pre-Election (2017-01-22 to 2017-02-18),95971,100.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),00802,350.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),02332,250.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),02420,250.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),02474,100.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),02481,250.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),06437,250.0
City Council Member,3.0,Blumenfield,Bob,2nd Semi-Annual (2015-07-01 to 2015-12-31),07004,700.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),10804,100.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),15235,200.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),20001,700.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),20004,200.0
City Council Member,3.0,Blumenfield,Bob,2nd Semi-Annual (2015-07-01 to 2015-12-31),20005,700.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),20009,100.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),20850,300.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),33462,100.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),34110,100.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),54212,100.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),60611,700.0
City Council Member,3.0,Blumenfield,Bob,3rd Quarterly (2016-07-01 to 2016-09-30),65803,700.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),67401,100.0
City Council Member,3.0,Blumenfield,Bob,2nd Semi-Annual (2015-07-01 to 2015-12-31),75235,700.0
City Council Member,3.0,Blumenfield,Bob,2nd Semi-Annual (2015-07-01 to 2015-12-31),76131,700.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),80127,700.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),85027,500.0
City Council Member,3.0,Blumenfield,Bob,1st Semi-Annual (2016-01-01 to 2016-06-30),85225,700.0
City Council Member,3.0,Blumenfield,Bob,2nd Semi-Annual (2015-07-01 to 2015-12-31),85226,500.0
